file_path,duration_sec,sample_rate,channels,sample_width_bytes,frame_count,peak_amplitude,rms_amplitude,crest_factor,silence_ratio,clipping_ratio,zero_crossing_rate,source_path,resolved_path
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0086.wav,11.6555625,16000,1,2,186489,0.9830322265625,0.1762637495994568,5.577052733737655,0.3492752923764941,5.362246566821635e-06,0.07234245635107889,../raw_data/wavs/voice-0086.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0086.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0089.wav,13.5921875,16000,1,2,217475,0.999969482421875,0.16969744861125946,5.892660677018139,0.3828899873548684,1.8392918726290377e-05,0.10069249657430314,../raw_data/wavs/voice-0089.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0089.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0091.wav,8.3203125,16000,1,2,133125,0.999969482421875,0.16394226253032684,6.0995222768558275,0.35735586854460094,2.2535211267605634e-05,0.07401370151137286,../raw_data/wavs/voice-0091.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0091.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0092.wav,17.5355,16000,1,2,280568,0.206878662109375,0.01600593328475952,12.925123354497552,0.8569865415870662,0.0,0.22849444161287677,../raw_data/wavs/voice-0092.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0092.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0099.wav,13.1613125,16000,1,2,210581,0.999969482421875,0.15388596057891846,6.4981202876467306,0.3459571376334997,4.7487665078995735e-06,0.07000664830468231,../raw_data/wavs/voice-0099.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0099.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0100.wav,13.4173125,16000,1,2,214677,0.999969482421875,0.1537480503320694,6.503949027399779,0.3755968268608188,4.65816086492731e-06,0.0723788406715236,../raw_data/wavs/voice-0100.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0100.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0106.wav,14.1,16000,1,2,225600,1.0,0.14011618494987488,7.1369342546525925,0.5011391843971631,3.102836879432624e-05,0.060877929423446026,../raw_data/wavs/voice-0106.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0106.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0111.wav,16.4893125,16000,1,2,263829,1.0,0.15940611064434052,6.273285233281636,0.38826664240852976,3.7903338905124154e-06,0.07765665509346999,../raw_data/wavs/voice-0111.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0111.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0115.wav,20.1586875,16000,1,2,322539,0.995361328125,0.16487818956375122,6.036949646030272,0.3524690037483839,3.100400261673782e-06,0.08296696823320043,../raw_data/wavs/voice-0115.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0115.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0117.wav,17.7693125,16000,1,2,284309,0.999969482421875,0.14997555315494537,6.667549886538968,0.4347945369298897,3.869029823185337e-05,0.08465115297494266,../raw_data/wavs/voice-0117.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-0117.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2121.wav,7.0,16000,1,2,112000,0.479400634765625,0.04244580119848251,11.294418322412634,0.6553125,0.0,0.06291127599353566,../raw_data/wavs/voice-2121.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2121.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2123.wav,6.0,16000,1,2,96000,0.429962158203125,0.04969026893377304,8.65284425761866,0.6079791666666666,0.0,0.059406868821550225,../raw_data/wavs/voice-2123.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2123.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2124.wav,7.0,16000,1,2,112000,0.32879638671875,0.0452541708946228,7.265548792936085,0.6318214285714285,0.0,0.0870722060018393,../raw_data/wavs/voice-2124.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2124.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2125.wav,5.0,16000,1,2,80000,0.529754638671875,0.04569678381085396,11.592821080464025,0.6832875,0.0,0.05918823985299816,../raw_data/wavs/voice-2125.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2125.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2126.wav,7.0,16000,1,2,112000,0.29736328125,0.04080485552549362,7.287448452408232,0.6125625,0.0,0.08250966526486844,../raw_data/wavs/voice-2126.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2126.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2127.wav,6.0,16000,1,2,96000,0.511627197265625,0.046778783202171326,10.937163436989033,0.6791979166666666,0.0,0.06597985395681205,../raw_data/wavs/voice-2127.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2127.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2129.wav,6.0,16000,1,2,96000,0.364044189453125,0.038732245564460754,9.398995182121798,0.6355520833333334,0.0,0.09536557672475755,../raw_data/wavs/voice-2129.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2129.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2134.wav,6.0,16000,1,2,96000,0.53851318359375,0.055089838802814484,9.775181690425239,0.6279895833333333,0.0,0.06210481359180825,../raw_data/wavs/voice-2134.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2134.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2135.wav,6.0,16000,1,2,96000,0.382293701171875,0.033365506678819656,11.457752008740036,0.7037291666666666,0.0,0.058688111334493066,../raw_data/wavs/voice-2135.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2135.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2137.wav,6.0,16000,1,2,96000,0.33148193359375,0.03677541762590408,9.013682372440519,0.6756041666666667,0.0,0.06008395920790842,../raw_data/wavs/voice-2137.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2137.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2139.wav,7.0,16000,1,2,112000,0.208984375,0.024206548929214478,8.63338163614807,0.7667946428571428,0.0,0.05851837962838954,../raw_data/wavs/voice-2139.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2139.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2140.wav,7.0,16000,1,2,112000,0.45306396484375,0.051730573177337646,8.75814701087113,0.6065892857142857,0.0,0.06251841534299413,../raw_data/wavs/voice-2140.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2140.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2141.wav,6.0,16000,1,2,96000,0.381561279296875,0.04625381901860237,8.249292434499703,0.6344375,0.0,0.06934447233825353,../raw_data/wavs/voice-2141.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2141.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2142.wav,6.0,16000,1,2,96000,0.447967529296875,0.043023474514484406,10.41216532026164,0.64571875,0.0,0.061844394212439716,../raw_data/wavs/voice-2142.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2142.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2144.wav,6.0,16000,1,2,96000,0.243194580078125,0.03367762267589569,7.22125140537869,0.71353125,0.0,0.07785497765601725,../raw_data/wavs/voice-2144.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2144.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2148.wav,7.0,16000,1,2,112000,0.38507080078125,0.04491884633898735,8.572588838886261,0.6348571428571429,0.0,0.07806319699283029,../raw_data/wavs/voice-2148.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2148.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2149.wav,7.0,16000,1,2,112000,0.40350341796875,0.03794683888554573,10.633386859595513,0.6928660714285715,0.0,0.07491138313734944,../raw_data/wavs/voice-2149.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2149.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2150.wav,6.0,16000,1,2,96000,0.4359130859375,0.04274269938468933,10.19853898356374,0.6116979166666666,0.0,0.08098001020843967,../raw_data/wavs/voice-2150.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2150.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2151.wav,7.0,16000,1,2,112000,0.444732666015625,0.031544990837574005,14.098360919030387,0.6903303571428572,0.0,0.08124179680175715,../raw_data/wavs/voice-2151.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2151.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2155.wav,6.0,16000,1,2,96000,0.500335693359375,0.04987744614481926,10.03130136027112,0.6146875,0.0,0.061365222554401605,../raw_data/wavs/voice-2155.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2155.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2156.wav,5.0,16000,1,2,80000,0.292694091796875,0.026581881567835808,11.011037388377959,0.7975125,0.0,0.06801335016687708,../raw_data/wavs/voice-2156.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2156.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2157.wav,6.0,16000,1,2,96000,0.31500244140625,0.038597073405981064,8.161303788318747,0.66515625,0.0,0.06008395920790842,../raw_data/wavs/voice-2157.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2157.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2159.wav,6.0,16000,1,2,96000,0.35791015625,0.038126345723867416,9.387476020969542,0.6363229166666666,0.0,0.06115688705090678,../raw_data/wavs/voice-2159.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2159.wav
..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2160.wav,7.0,16000,1,2,112000,0.573211669921875,0.04779243841767311,11.99377325995377,0.6376696428571429,0.0,0.06449164724685041,../raw_data/wavs/voice-2160.wav,..\notebooks\finetune-wav2vec2\train_set\wavs\voice-2160.wav
